"Plugin","Plugin Name","IP Address","MAC Address","Repository","DNS Name","NetBIOS Name"
"21745","Authentication Failure - Local Checks Not Run","10.200.26.42","","ms.vicksburg-0012.erdc.usace - v4","","MBPS\MBPS-SQL-DMZPUB"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.26.42","","ms.vicksburg-0012.erdc.usace - v4","","MBPS\MBPS-SQL-DMZPUB"
"102094","SSH Commands Require Privilege Escalation","10.200.26.65","00:50:56:99:c8:93","ms.vicksburg-0012.erdc.usace - v4","erdclib-db.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.26.65","00:50:56:99:c8:93","ms.vicksburg-0012.erdc.usace - v4","erdclib-db.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.9","52:54:00:69:00:5a","ms.vicksburg-0012.erdc.usace - v4","dstat-db1.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.9","52:54:00:69:00:5a","ms.vicksburg-0012.erdc.usace - v4","dstat-db1.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.12","00:50:56:96:88:33","ms.vicksburg-0012.erdc.usace - v4","ms-db1ext.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.12","00:50:56:96:88:33","ms.vicksburg-0012.erdc.usace - v4","ms-db1ext.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.21","00:50:56:99:c8:25","ms.vicksburg-0012.erdc.usace - v4","cesat-testing-db.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.21","00:50:56:99:c8:25","ms.vicksburg-0012.erdc.usace - v4","cesat-testing-db.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.22","00:50:56:99:75:a7","ms.vicksburg-0012.erdc.usace - v4","cesat-training-db.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.22","00:50:56:99:75:a7","ms.vicksburg-0012.erdc.usace - v4","cesat-training-db.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.55","00:50:56:99:5c:2e","ms.vicksburg-0012.erdc.usace - v4","cesat-db-prod.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.55","00:50:56:99:5c:2e","ms.vicksburg-0012.erdc.usace - v4","cesat-db-prod.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.27.98","00:50:56:96:5e:9e","ms.vicksburg-0012.erdc.usace - v4","epas-dev-db.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.27.98","00:50:56:96:5e:9e","ms.vicksburg-0012.erdc.usace - v4","epas-dev-db.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.51.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.51.81","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.81","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.51.83","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.83","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.51.188","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hy.erdc.dren.mil","UNKNOWN\ILO2M203708HY"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.188","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hy.erdc.dren.mil","UNKNOWN\ILO2M203708HY"
"21745","Authentication Failure - Local Checks Not Run","10.200.51.189","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hz.erdc.dren.mil","UNKNOWN\ILO2M203708HZ"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.51.189","","ms.vicksburg-0012.erdc.usace - v4","ilo2m203708hz.erdc.dren.mil","UNKNOWN\ILO2M203708HZ"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.10","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.10","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.10","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.11","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.11","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.11","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.12","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.12","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.12","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.13","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.13","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.13","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.14","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.14","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.14","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.15","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.15","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.15","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.54.16","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.54.16","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.54.16","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.56.240","","ms.vicksburg-0012.erdc.usace - v4","oslogs.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.56.240","","ms.vicksburg-0012.erdc.usace - v4","oslogs.erdc.dren.mil",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.56.240","","ms.vicksburg-0012.erdc.usace - v4","oslogs.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.57.18","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.57.18","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.57.19","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.57.19","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.33","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.38","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.39","","ms.vicksburg-0012.erdc.usace - v4","splat.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.42","","ms.vicksburg-0012.erdc.usace - v4","vane-dev.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.46","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.52","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.53","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.58","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.73","","ms.vicksburg-0012.erdc.usace - v4","sonarqube.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.80","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.89","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.96","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.58.165","","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.150.80","00:50:56:99:54:9b","ms.vicksburg-0012.erdc.usace - v4","fudsrt1.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.150.80","00:50:56:99:54:9b","ms.vicksburg-0012.erdc.usace - v4","fudsrt1.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.150.185","00:50:56:96:75:f2","ms.vicksburg-0012.erdc.usace - v4","chl-data-transfer.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.150.185","00:50:56:96:75:f2","ms.vicksburg-0012.erdc.usace - v4","chl-data-transfer.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"102094","SSH Commands Require Privilege Escalation","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.150.217","","ms.vicksburg-0012.erdc.usace - v4","gpucompute.erdc.dren.mil",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.152.141","00:50:56:99:d3:f5","ms.vicksburg-0012.erdc.usace - v4","esridc.erdc.dren.mil","ERDC\ESRIOPSDC"
"21745","Authentication Failure - Local Checks Not Run","10.200.152.152","","ms.vicksburg-0012.erdc.usace - v4","mvoss-wv-09f1.erdc.dren.mil",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.152.152","","ms.vicksburg-0012.erdc.usace - v4","mvoss-wv-09f1.erdc.dren.mil",""
"21745","Authentication Failure - Local Checks Not Run","10.200.154.4","","ms.vicksburg-0012.erdc.usace - v4","",""
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.154.4","","ms.vicksburg-0012.erdc.usace - v4","",""
"21745","Authentication Failure - Local Checks Not Run","10.200.154.26","00:50:56:99:28:8a","ms.vicksburg-0012.erdc.usace - v4","teamengine.erdc.dren.mil","ERDC\TEAMENGINE"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.154.26","00:50:56:99:28:8a","ms.vicksburg-0012.erdc.usace - v4","teamengine.erdc.dren.mil","ERDC\TEAMENGINE"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.190","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"110723","Target Credential Status by Authentication Protocol - No Credentials Provided","10.200.212.190","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.191","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.191","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.191","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.192","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.192","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.192","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.193","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.193","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.193","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.194","00:1e:67:db:51:2c","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.194","00:1e:67:db:51:2c","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.194","00:1e:67:db:51:2c","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.195","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.195","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.195","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.196","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.196","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.196","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"21745","Authentication Failure - Local Checks Not Run","10.200.212.197","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"104410","Target Credential Status by Authentication Protocol - Failure for Provided Credentials","10.200.212.197","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"117885","Target Credential Issues by Authentication Protocol - Intermittent Authentication Failure","10.200.212.197","","ms.vicksburg-0012.erdc.usace - v4","","ERDC\DATA"
"102094","SSH Commands Require Privilege Escalation","10.200.221.68","5e:79:8b:96:d7:5c","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.221.68","5e:79:8b:96:d7:5c","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.221.70","46:76:dc:fe:d6:ac","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.221.70","46:76:dc:fe:d6:ac","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.221.71","26:98:c6:34:74:7d","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.221.71","26:98:c6:34:74:7d","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","10.200.221.72","1a:6b:b9:de:29:7b","ms.vicksburg-0012.erdc.usace - v4","",""
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","10.200.221.72","1a:6b:b9:de:29:7b","ms.vicksburg-0012.erdc.usace - v4","",""
"102094","SSH Commands Require Privilege Escalation","134.164.40.26","64:4b:f0:18:19:3f","ms.vicksburg-0012.erdc.usace - v4","itlgeg-wd-s8489.erdc.dren.mil","UNKNOWN\ITLRMW-MN-5464H"
"110385","Target Credential Issues by Authentication Protocol - Insufficient Privilege","134.164.40.26","64:4b:f0:18:19:3f","ms.vicksburg-0012.erdc.usace - v4","itlgeg-wd-s8489.erdc.dren.mil","UNKNOWN\ITLRMW-MN-5464H"
"21745","Authentication Failure - Local Checks Not Run","134.164.50.82","","ms.vicksburg-0012.erdc.usace - v4","rvdgfw-f.erdc.dren.mil",""
